Permit Number,Permit Series,Permit Type,Permit Status,Issue Date,Valid To,House Number,On Street,From Street,To Street,Permittee Name,Permit Purpose,Location (WKT) 
X012016033A82,STREET OPENING PERMIT,DEP CONTRACTOR MAJOR INSTALLATION WATER,ACTIVE,02/02/2016,04/01/2016,2152,MACE AVENUE,BOSTON ROAD,CRUGER AVENUE,P & T II CONTRACTING CORP., ,"LINESTRING (1021200.659799993 253791.03640000522, 1021436.6633999944 253786.05920000374)"
X012016033A81,STREET OPENING PERMIT,DEP CONTRACTOR MAJOR INSTALLATION WATER,ACTIVE,02/02/2016,04/01/2016,2152,CRUGER AVENUE,BOSTON ROAD,MACE AVENUE,P & T II CONTRACTING CORP., ,"LINESTRING (1021194.5576000065 253415.49240000546, 1021200.659799993 253791.03640000522)"
X012016033A80,STREET OPENING PERMIT,DEP CONTRACTOR MAJOR INSTALLATION WATER,ACTIVE,02/02/2016,04/01/2016,2152,CRUGER AVENUE,ALLERTON AVENUE,MACE AVENUE,P & T II CONTRACTING CORP., ,"LINESTRING (1021200.659799993 253791.03640000522, 1021218.7207999974 254612.42900000513)"
X012016033A79,STREET OPENING PERMIT,DEP CONTRACTOR MAJOR INSTALLATION WATER,ACTIVE,02/02/2016,04/01/2016,2152,CRUGER AVENUE,MACE AVENUE,,P & T II CONTRACTING CORP., ,POINT (1021200.6597000062 253791.03640000522)
X012016033A78,STREET OPENING PERMIT,DEP CONTRACTOR MAJOR INSTALLATION WATER,ACTIVE,02/02/2016,04/01/2016,2152,MACE AVENUE,NYCTA SUBWAY,OLINVILLE AVENUE,P & T II CONTRACTING CORP., ,"LINESTRING (1020640.5594000071 253803.22779999673, 1020921.2872000039 253797.03360000253)"
X012016033A77,STREET OPENING PERMIT,DEP CONTRACTOR MAJOR INSTALLATION WATER,ACTIVE,02/02/2016,04/01/2016,2152,OLINVILLE AVENUE,MACE AVENUE,WARING AVENUE,P & T II CONTRACTING CORP., ,"LINESTRING (1020625.4969999939 253122.84880000353, 1020640.5594000071 253803.22779999673)"
X012016033A76,STREET OPENING PERMIT,DEP CONTRACTOR MAJOR INSTALLATION WATER,ACTIVE,02/02/2016,04/01/2016,2152,OLINVILLE AVENUE,ALLERTON AVENUE,MACE AVENUE,P & T II CONTRACTING CORP., ,"LINESTRING (1020640.5594000071 253803.22779999673, 1020658.1871999949 254596.46439999342)"
X012016033A75,STREET OPENING PERMIT,DEP CONTRACTOR MAJOR INSTALLATION WATER,ACTIVE,02/02/2016,04/01/2016,2152,BARKER AVENUE,MACE AVENUE,WARING AVENUE,P & T II CONTRACTING CORP., ,"LINESTRING (1020365.2678000033 253129.40379999578, 1020381.449000001 253808.17540000379)"
X012016033A74,STREET OPENING PERMIT,DEP CONTRACTOR MAJOR INSTALLATION WATER,ACTIVE,02/02/2016,04/01/2016,2152,BARKER AVENUE,ALLERTON AVENUE,MACE AVENUE,P & T II CONTRACTING CORP., ,"LINESTRING (1020381.449000001 253808.17540000379, 1020382.0232000053 253965.43219999969, 1020389.0603999943 254122.73520000279, 1020402.5644000024 254279.68039999902, 1020422.4953999966 254435.87100000679, 1020448.7914000005 254590.91660000384)"
X012016033A73,STREET OPENING PERMIT,DEP CONTRACTOR MAJOR INSTALLATION WATER,ACTIVE,02/02/2016,04/01/2016,2152,BRONX PARK EAST,MACE AVENUE,SOUTHERN BOULEVARD,P & T II CONTRACTING CORP., ,"LINESTRING (1020085.1721999943 253816.804399997, 1020091.9696000069 253911.8640999943, 1020097.0194000006 254007.03270000219, 1020100.3197000027 254102.27799999714, 1020101.869599998 254197.56780000031, 1020101.6685000062 254292.87000000477, 1020099.7163999975 254388.15240000188, 1020096.0139999986 254483.38279999793, 1020090.5626000017 254578.52920000255)"
X012016033A71,STREET OPENING PERMIT,REPLACEMENT OF POLES,ACTIVE,02/02/2016,03/02/2016,2152,ESPLANADE,HONE AVENUE,LURTING AVENUE,CONSOLIDATED EDISON, 486118/251/REPLACE POLE 647834...WR#2154137,"LINESTRING (1023150.764200002 250905.38600000739, 1023349.1299999952 251117.60680000484)"
X012016033A70,STREET OPENING PERMIT,REPLACEMENT OF POLES,ACTIVE,02/02/2016,03/02/2016,1930,BRONXDALE AVENUE,MATTHEWS AVENUE,MULINER AVENUE,CONSOLIDATED EDISON, 486117/251/REPLACE POLE 5086...WR#2495263,"LINESTRING (1022511.1166000068 248557.02799999714, 1022210.8710000068 248707.48700000346)"
X012016033A69,STREET OPENING PERMIT,REPLACEMENT OF POLES,ACTIVE,02/02/2016,03/02/2016,1930,BARNES AVENUE,EAST  225 STREET,EAST  226 STREET,CONSOLIDATED EDISON, 486145/251/REPLACE POLE 45...WR#2019221,"LINESTRING (1023626.0126000047 262428.76160000265, 1023736.2124000043 262684.92239999771)"
X012016033A68,STREET OPENING PERMIT,REPLACEMENT OF POLES,ACTIVE,02/02/2016,03/02/2016,622,EAST  235 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CONSOLIDATED EDISON, 486121/251/REPLACE POLE T8...WR#2471888,"LINESTRING (1023108.8351999968 265670.9728000015, 1023906.5468000025 265336.84620000422)"
X012016033A67,STREET OPENING PERMIT,FINAL RESTORATION ONLY,ACTIVE,02/02/2016,03/02/2016,622,NEEDHAM AVENUE,PRATT AVENUE,,MFM CONTRACTING CORP., ,POINT (1029625.3790999949 261211.81749999523)
X012016033A66,STREET OPENING PERMIT,INSTALL FENCE,ACTIVE,02/02/2016,03/02/2016,622,NEEDHAM AVENUE,PRATT AVENUE,,MFM CONTRACTING CORP., Install Aluminum Fence around private property,POINT (1029625.3790999949 261211.81749999523)
X012016033A65,STREET OPENING PERMIT,FINAL RESTORATION ONLY,ACTIVE,02/02/2016,03/02/2016,622,NEEDHAM AVENUE,BOLLER AVENUE,PRATT AVENUE,MFM CONTRACTING CORP., ,"LINESTRING (1029383.6780000031 261142.23199999332, 1029625.3791999966 261211.81739999354)"
X012016033A64,STREET OPENING PERMIT,INSTALL FENCE,ACTIVE,02/02/2016,03/02/2016,622,NEEDHAM AVENUE,BOLLER AVENUE,PRATT AVENUE,MFM CONTRACTING CORP., Install Aluminum Fence around private property,"LINESTRING (1029383.6780000031 261142.23199999332, 1029625.3791999966 261211.81739999354)"
X012016033A63,STREET OPENING PERMIT,FINAL RESTORATION ONLY,ACTIVE,02/02/2016,03/02/2016,622,NEEDHAM AVENUE,BOLLER AVENUE,PALMER AVENUE,MFM CONTRACTING CORP., ,"LINESTRING (1029142.2389999926 261056.32799999416, 1029383.6780000031 261142.23199999332)"
X012016033A62,STREET OPENING PERMIT,INSTALL FENCE,ACTIVE,02/02/2016,03/02/2016,622,NEEDHAM AVENUE,BOLLER AVENUE,PALMER AVENUE,MFM CONTRACTING CORP., Install Aluminum Fence around private property,"LINESTRING (1029142.2389999926 261056.32799999416, 1029383.6780000031 261142.23199999332)"
X012016033A61,STREET OPENING PERMIT,FINAL RESTORATION ONLY - PROTECTED,ACTIVE,02/02/2016,03/02/2016,622,BOLLER AVENUE,CRAWFORD AVENUE,,MFM CONTRACTING CORP., ,POINT (1029136.0932999998 261898.815200001)
X012016033A60,STREET OPENING PERMIT,INSTALL FENCE - PROTECTED,ACTIVE,02/02/2016,03/02/2016,622,BOLLER AVENUE,CRAWFORD AVENUE,,MFM CONTRACTING CORP., Install Aluminum Fence around private property,POINT (1029136.0932999998 261898.815200001)
X012016033A59,STREET OPENING PERMIT,FINAL RESTORATION ONLY - PROTECTED,ACTIVE,02/02/2016,03/02/2016,622,BOLLER AVENUE,CRAWFORD AVENUE,NEEDHAM AVENUE,MFM CONTRACTING CORP., ,"LINESTRING (1029136.0931999981 261898.815200001, 1029145.2433999926 261870.85379999876, 1029383.6780000031 261142.23199999332)"
X012016033A58,STREET OPENING PERMIT,INSTALL FENCE - PROTECTED,ACTIVE,02/02/2016,03/02/2016,622,BOLLER AVENUE,CRAWFORD AVENUE,NEEDHAM AVENUE,MFM CONTRACTING CORP., Install Aluminum Fence around private property,"LINESTRING (1029136.0931999981 261898.815200001, 1029145.2433999926 261870.85379999876, 1029383.6780000031 261142.23199999332)"
X012016033A57,STREET OPENING PERMIT,FINAL RESTORATION ONLY,ACTIVE,02/02/2016,03/02/2016,622,BOLLER AVENUE,NEEDHAM AVENUE,,MFM CONTRACTING CORP., ,POINT (1029383.6781000048 261142.23199999332)
X012016033A56,STREET OPENING PERMIT,INSTALL FENCE,ACTIVE,02/02/2016,03/02/2016,622,BOLLER AVENUE,NEEDHAM AVENUE,,MFM CONTRACTING CORP., Install Aluminum Fence around private property,POINT (1029383.6781000048 261142.23199999332)
X012016033A55,STREET OPENING PERMIT,FINAL RESTORATION ONLY,ACTIVE,02/02/2016,03/02/2016,622,BOLLER AVENUE,BOSTON ROAD,NEEDHAM AVENUE,MFM CONTRACTING CORP., ,"LINESTRING (1029539.2321999967 260799.76559999585, 1029495.7906000018 260883.21359999478, 1029455.3281999975 260968.21660000086, 1029417.9365999997 261054.61079999804, 1029383.6780000031 261142.23199999332)"
X012016033A54,STREET OPENING PERMIT,INSTALL FENCE,ACTIVE,02/02/2016,03/02/2016,622,BOLLER AVENUE,BOSTON ROAD,NEEDHAM AVENUE,MFM CONTRACTING CORP., Install Aluminum Fence around private property,"LINESTRING (1029539.2321999967 260799.76559999585, 1029495.7906000018 260883.21359999478, 1029455.3281999975 260968.21660000086, 1029417.9365999997 261054.61079999804, 1029383.6780000031 261142.23199999332)"
X012016033A45,STREET OPENING PERMIT,REPAIR WATER - PROTECTED,ACTIVE,02/02/2016,03/15/2016,622,EAST  167 STREET,REV JAMES POLITE AVENUE,,"JOHN P.PICONE, INC.", Repair & Restore,POINT (1012356.8262999952 240354.87270000577)
X012016033A44,STREET OPENING PERMIT,REPAIR GAS,ACTIVE,02/04/2016,03/02/2016,1841,PILGRIM AVENUE,ST THERESA AVENUE,BUHRE AVENUE,CONSOLIDATED EDISON, 486890/297/XG16001159-319'SSC OF ST.THRESA AV & 6',"LINESTRING (1030357.960800007 247996.52060000598, 1030422.9870000035 248809.49779999256)"
X012016033A43,STREET OPENING PERMIT,REPAIR WATER - PROTECTED,ACTIVE,02/02/2016,03/15/2016,1841,EAST  167 STREET,HALL PLACE,REV JAMES POLITE AVENUE,"JOHN P.PICONE, INC.", Repair and Restore,"LINESTRING (1012356.8261999935 240354.87260000408, 1012697.6162 240249.49879999459)"
X012016033A42,STREET OPENING PERMIT,REGRADE HARDWARE,ACTIVE,02/02/2016,03/05/2016,1841,CROSBY AVENUE,ROBERTS AVENUE,,CONSOLIDATED EDISON, 486307/892/REQUEST CONCRETE CURING STRUCTURE #1461,POINT (1030971.6605000049 247290.75779999793)
X012016033A41,STREET OPENING PERMIT,REGRADE HARDWARE,ACTIVE,02/02/2016,03/04/2016,1841,CROSBY AVENUE,DANIEL STREET,ROBERTS AVENUE,CONSOLIDATED EDISON, 479087/892/REQUEST CONCRETE CURING STRUCTURE # 146,"LINESTRING (1031112.9560000002 247008.11040000618, 1030971.6604000032 247290.75759999454)"
X012016033A40,STREET OPENING PERMIT,MAJOR INSTALLATIONS - GAS-PROTECTED,ACTIVE,02/02/2016,02/23/2016,1841,EDWARDS AVENUE,BALCOM AVENUE,ELLISON AVENUE,CONSOLIDATED EDISON," 476573/288/STIPS: 019, 020, 074","LINESTRING (1029388.1431999952 244816.61560000479, 1029070.5028000027 245168.75059999526)"
X012016033A39,STREET OPENING PERMIT,MAJOR INSTALLATION - GAS,ACTIVE,02/02/2016,02/23/2016,1841,BALCOM AVENUE,EDWARDS AVENUE,,CONSOLIDATED EDISON," 476572/288/STIPS: 019, 020, 074",POINT (1029070.5029000044 245168.75049999356)
X012016033A38,STREET OPENING PERMIT,MAJOR INSTALLATION - GAS,ACTIVE,02/02/2016,03/31/2016,847,WHITTIER STREET,LAFAYETTE AVENUE,SENECA AVENUE,CONSOLIDATED EDISON," 486038/288/STIPS: 019, 020, 074","LINESTRING (1016269.6363999993 237029.89579999447, 1016119.8335999995 237779.62199999392)"
X012016033A19,STREET OPENING PERMIT,MAJOR INSTALLATION - GAS,ACTIVE,02/02/2016,02/23/2016,454,EAST  134 STREET,MDE SB EXIT    1,WILLIS AVENUE,CONSOLIDATED EDISON, 476498/287/XG15014338- Working in front of lot #45,"LINESTRING (1005138.9609999955 233105.18299999833, 1005872.7318000048 232704.04839999974)"
X012016033A18,STREET OPENING PERMIT,MAJOR INSTALLATION - GAS,ACTIVE,02/02/2016,03/02/2016,454,BARNES AVENUE,LYDIG AVENUE,PELHAM PARKWAY,CONSOLIDATED EDISON," 486167/288/OTG CONVERSION STIPS: 019, 074","LINESTRING (1021926.8985999972 251432.15340000391, 1021910.9702000022 250734.92039999366, 1021907.8172000051 250596.92200000584)"
X012016033A17,STREET OPENING PERMIT,REPAIR WATER - PROTECTED,ACTIVE,02/02/2016,03/02/2016,1106,PUGSLEY AVENUE,HAVILAND AVENUE,WATSON AVENUE,LATTY'S GENERAL PLUMBING CONTRACTORS CORP., REPAIR WATER SERVICE,"LINESTRING (1023919.7585999966 241316.6915999949, 1023873.315200001 241578.88600000739)"
X012016033A16,STREET OPENING PERMIT,RAPID TRANSIT CONSTRUCT/ ALTERATION-PROT,ACTIVE,02/02/2016,03/24/2016,1106,WALTON AVENUE,EAST  146 STREET,EAST  149 STREET,RMSK CONTRACTING CORPORATION, ,"LINESTRING (1004102.085800007 237599.85860000551, 1004098.0478000045 237583.22159999609, 1003978.7393999994 237091.65099999309)"
X012016033A15,STREET OPENING PERMIT,REPAIR SEWER,ACTIVE,02/02/2016,03/02/2016,939,EAST  215 STREET,BRONXWOOD AVENUE,PAULDING AVENUE,O'GRADY PLUMBING & HEATING LLC, SEWER RELAY,"LINESTRING (1023359.6469999999 259552.58319999278, 1024050.0701999962 259266.23180000484)"
X012016033A14,STREET OPENING PERMIT,REPAIR WATER - SEWER - PROTECTED,ACTIVE,02/02/2016,03/01/2016,280 ,EAST BURNSIDE AVENUE,ANTHONY AVENUE,RYER AVENUE,"VITELLO SEWER, WATER MAIN, HEATING & PLUMBING SERVICES, INC.", Install new water and sewer services.,"LINESTRING (1011147.4585999995 249623.60719999671, 1011512.2575999945 249270.65180000663, 1011545.5942000002 249235.0121999979)"
X012016033A13,STREET OPENING PERMIT,REPAIR GAS,ACTIVE,02/04/2016,03/02/2016,955,SOUNDVIEW AVENUE,BANYER PLACE,NOBLE AVENUE,CONSOLIDATED EDISON, 486894/287/XL16000839 8' NSC OF SOUND VIEW AVE & 3,"LINESTRING (1020706.5336000025 239298.90700000525, 1020475.376000002 239593.62420000136)"
X012016033A12,STREET OPENING PERMIT,FINAL RESTORATION ONLY - PROTECTED,ACTIVE,02/02/2016,03/02/2016,2311,TIEBOUT AVENUE,EAST  183 STREET,EAST  184 STREET,CONSOLIDATED EDISON, 485536/361/FOR FINAL RESTORATION ONLY,"LINESTRING (1012918.2389999926 252023.79580000043, 1012776.439199999 251586.56139999628, 1012670.3625999987 251368.49660000205, 1012657.9409999996 251343.98420000076)"
X012016033A11,STREET OPENING PERMIT,MAJOR INSTALLATIONS - GAS-PROTECTED,ACTIVE,02/02/2016,03/30/2016,2319,LORING PLACE,WEST  183 STREET,WEST FORDHAM ROAD,CONSOLIDATED EDISON, 485395/287/xg15002264- Working in front of lot #23,"LINESTRING (1009301.9275999963 252728.55480000377, 1009822.0610000044 253637.86079999804)"
X012016033A10,STREET OPENING PERMIT,MAJOR INSTALLATIONS - GAS-PROTECTED,ACTIVE,02/02/2016,03/28/2016,4216,   3 AVENUE,EAST  178 STREET,EAST TREMONT AVENUE,CONSOLIDATED EDISON," 485561/288/STIPS: 019, 020, 074","LINESTRING (1012974.7546000034 247754.91019999981, 1013140.118599996 248190.97220000625)"
X012016033A09,STREET OPENING PERMIT,MAJOR INSTALLATIONS - GAS-PROTECTED,ACTIVE,02/02/2016,03/01/2016,4216,WEST TREMONT AVENUE,GRAND AVENUE,WEST  177 STREET,CONSOLIDATED EDISON," 485089/297/XG15015125 7' SSC W 177 ST, 1' WEC W TR","LINESTRING (1008536.6568000019 249252.10860000551, 1008523.8877999932 249210.59939999878, 1008523.8812000006 249210.58300000429, 1008523.8745999932 249210.5665999949, 1008506.069600001 249170.15979999304, 1008506.0532000065 249170.12700000405, 1008506.0367999971 249170.09759999812, 1008483.3825999945 249131.7282000035, 1008483.3400000036 249131.65600000322, 1008483.2908000052 249131.59039999545, 1008456.1451999992 249096.06880000234, 1008456.1156000048 249096.02940000594, 1008456.079400003 249095.99339999259, 1008424.983799994 249064.02500000596, 1008424.9640000015 249064.00519999862, 1008424.9409999996 249063.98559999466, 1008390.6431999952 249036.20020000637, 1008390.6169999987 249036.17720000446, 1008390.5841999948 249036.1576000005, 1008353.9044000059 249012.93899999559)"
X012016033A08,STREET OPENING PERMIT,REGRADE HARDWARE - PROTECTED,ACTIVE,02/02/2016,03/01/2016,4216,WEST TREMONT AVENUE,GRAND AVENUE,HARRISON AVENUE,CONSOLIDATED EDISON, 485084/892/REQUEST CONCRETE CURING STRUCTURE # 670,"LINESTRING (1008353.9044000059 249012.93899999559, 1007999.479399994 248955.17339999974)"
X012016033A07,STREET OPENING PERMIT,MAJOR INSTALLATIONS - GAS-PROTECTED,ACTIVE,02/02/2016,03/25/2016,3605,OLINVILLE AVENUE,EAST  213 STREET,EAST  216 STREET,CONSOLIDATED EDISON," 484961/288/STIPS: 019, 020, 074","LINESTRING (1020955.4208000004 259849.47879999876, 1021248.7504000068 260647.83660000563)"
X012016033A06,STREET OPENING PERMIT,MAJOR INSTALLATIONS - GAS-PROTECTED,ACTIVE,02/02/2016,03/25/2016,2253,TIEBOUT AVENUE,EAST  182 STREET,EAST  183 STREET,CONSOLIDATED EDISON," 484957/288/STIPS: 019, 020, 074","LINESTRING (1012657.9409999996 251343.98420000076, 1012600.4477999955 251224.90639999509, 1012444.9787999988 250898.46680000424, 1012420.959800005 250846.78380000591)"
X012016033A05,STREET OPENING PERMIT,DEP CONTRACTOR MAJOR INSTALLATION SEWER,ACTIVE,02/04/2016,03/03/2016,2253,MORRIS AVENUE,PARKVIEW TERRACE,,C.A.C. INDUSTRIES INC., construction/repair of sewers,POINT (1013660.5901000053 256572.73330000043)
X012016033A04,STREET OPENING PERMIT,DEP CONTRACTOR MAJOR INSTALLATION SEWER,ACTIVE,02/04/2016,03/03/2016,2253,MORRIS AVENUE,BEND,PARKVIEW TERRACE,C.A.C. INDUSTRIES INC., CONSTRUCTION/REPAIR OF SEWER,"LINESTRING (1013776.6658000052 256477.83859999478, 1013660.5900000036 256572.73340000212)"
X012016033A03,STREET OPENING PERMIT,DEP CONTRACTOR MAJOR INSTALLATION SEWER,ACTIVE,02/05/2016,03/03/2016,2253,MORRIS AVENUE,BEND,EAST  196 STREET,C.A.C. INDUSTRIES INC., CONSTRUCTION/REPAIR OF SEWER,"LINESTRING (1013301.2041999996 255803.76180000603, 1013776.6658000052 256477.83859999478)"
X012016033A02,STREET OPENING PERMIT,MAJOR INSTALLATIONS - GAS-PROTECTED,ACTIVE,02/02/2016,03/30/2016,2160,BATHGATE AVENUE,EAST  181 STREET,EAST  182 STREET,CONSOLIDATED EDISON, 485426/287/XG16000516- Working in front of lot #21,"LINESTRING (1013486.8928000033 249662.10119999945, 1013831.0849999934 250157.53640000522)"
X012016033A01,STREET OPENING PERMIT,FINAL RESTORATION ONLY - PROTECTED,ACTIVE,02/02/2016,02/25/2016,2160,NORTH STREET,DAVIDSON AVENUE,JEROME AVENUE,CONSOLIDATED EDISON, 485110/361/FOR FINAL RESTORATION ONLY,"LINESTRING (1011051.3662 252486.94779999554, 1010782.5773999989 252608.87000000477)"
X012016033A00,STREET OPENING PERMIT,REGRADE HARDWARE - PROTECTED,ACTIVE,02/02/2016,03/02/2016,2160,SELWYN AVENUE,EAST  172 STREET,EAST MT EDEN AVENUE,CONSOLIDATED EDISON, 485092/892/REQUEST CONCRETE CURING STRUCTURE # 671,"LINESTRING (1009024.5199999958 246341.77320000529, 1009006.8198000044 245964.69400000572, 1009113.4764000028 245401.33220000565)"
X012016032A69,STREET OPENING PERMIT,REPAIR SEWER,ACTIVE,02/01/2016,03/02/2016,2160,MAYFLOWER AVENUE,LA SALLE AVENUE,WATERBURY AVENUE,RR PLUMBING SERVICES CORPORATION, relay existing sewer,"LINESTRING (1030730.381400004 244329.27079999447, 1030517.2681999952 244724.42080000043)"
X012016032A68,STREET OPENING PERMIT,OPEN SIDEWALK TO INSTALL FOUNDATION,ACTIVE,02/01/2016,03/02/2016,1730,CROSS BRONX EXPRESSWAY,BEND,ROSEDALE AVENUE,"ALVIN PETROLEUM SYSTEMS, INC.", ,"LINESTRING (1020023.8198000044 243778.72599999607, 1020224.7399999946 243753.98980000615)"
X012016032A67,STREET OPENING PERMIT,CONDUIT CONSTRUCTION AND FRANCHISE,ACTIVE,02/01/2016,03/03/2016,865,FOX STREET,INTERVALE AVENUE,TIFFANY STREET,CABLEVISION SYSTEMS NEW YORK CITY CORPORATION, Sidewalk Only,"LINESTRING (1013125.7518000007 237360.9319999963, 1013331.7422000021 237622.53579999506)"
X012016032A66,STREET OPENING PERMIT,REPAIR GAS - PROTECTED,ACTIVE,02/04/2016,03/01/2016,1437,BEACH AVENUE,GUION PLACE,MERRILL STREET,CONSOLIDATED EDISON, 486859/297/XL16001493-109'WWC OF GUION PL & 7'SNC,"LINESTRING (1021051.5131999999 243925.71179999411, 1021019.2101999968 244152.02380000055)"
X012016032A65,STREET OPENING PERMIT,MAJOR INSTALLATIONS - HIGH VOLTAGE,ACTIVE,02/01/2016,03/02/2016,1437,BROADWAY,WEST  261 STREET,,CONSOLIDATED EDISON, 485878/361/INSTALL CONDUIT,POINT (1012831.8282999992 270696.99609999359)
X012016032A64,STREET OPENING PERMIT,MAJOR INSTALLATIONS - HIGH VOLTAGE,ACTIVE,02/01/2016,03/02/2016,1437,BROADWAY,WEST  261 STREET,WEST  262 STREET,CONSOLIDATED EDISON, 485876/361/INSTALL CONDUIT,"LINESTRING (1012831.8284000009 270696.99600000679, 1012828.7345999926 270906.33939999342)"
X012016032A63,STREET OPENING PERMIT,MAJOR INSTALLATIONS - HIGH VOLTAGE,ACTIVE,02/01/2016,03/02/2016,1437,BROADWAY,WEST  262 STREET,,CONSOLIDATED EDISON, 485868/361/INSTALL CONDUIT,POINT (1012828.7345000058 270906.33949999511)
X012016032A60,STREET OPENING PERMIT,MAJOR INSTALLATION - TELEPHONE-PROTECTED,ACTIVE,02/01/2016,03/05/2016,1437,WEBB AVENUE,WEST KINGSBRIDGE ROAD,,EMPIRE CITY SUBWAY COMPANY (LIMITED), Build Conduit,POINT (1011255.7261999995 255782.15739999712)
X012016032A59,STREET OPENING PERMIT,MAJOR INSTALLATIONS - HIGH VOLTAGE,ACTIVE,02/01/2016,02/18/2016,1437,UNION AVENUE,WESTCHESTER AVENUE,,CONSOLIDATED EDISON, 479900/361/INSTALL CONDUIT,POINT (1010960.9105000049 237575.0094999969)
X012016032A57,STREET OPENING PERMIT,PAVE STREET-W/ ENGINEERING & INSP FEE-P,ACTIVE,02/01/2016,02/29/2016,1949,HUNT AVENUE,HOLLAND AVENUE,SAGAMORE STREET,ALL TIME CONSTRUCTION INC., New building,"LINESTRING (1021293.2645999938 248450.81419999897, 1021373.7795999944 248871.48260000348)"
X012016032A56,STREET OPENING PERMIT,"RESET, REPAIR OR REPLACE CURB-PROTECTED",ACTIVE,02/01/2016,02/29/2016,1949,HUNT AVENUE,HOLLAND AVENUE,SAGAMORE STREET,ALL TIME CONSTRUCTION INC., New building,"LINESTRING (1021293.2645999938 248450.81419999897, 1021373.7795999944 248871.48260000348)"
X012016032A54,STREET OPENING PERMIT,REPAIR GAS - PROTECTED,ACTIVE,02/02/2016,03/01/2016,1949,EAST TREMONT AVENUE,SCOTT PLACE,SULLIVAN PLACE,CONSOLIDATED EDISON, 486333/297/XL16001293-90' NNC ON SCOTT & 3' WWC ON,"LINESTRING (1032762.3817999959 241372.21320000291, 1032913.9826000035 241159.86439999938)"
X012016032A53,STREET OPENING PERMIT,MAJOR INSTALLATION - GAS,ACTIVE,02/01/2016,04/10/2016,1949,EAST MOSHOLU PARKWAY NORTH,KOSSUTH AVENUE,STEUBEN AVENUE,CONSOLIDATED EDISON, 485923/287/XG15000601 - WORKING IN FRONT OF LOT #7,"LINESTRING (1016634.9441999942 259479.79780000448, 1016923.6868000031 258819.02920000255)"
X012016032A52,STREET OPENING PERMIT,REPAIR TRAFFIC SIGNALS,ACTIVE,02/01/2016,04/01/2016,1949,JEROME AVENUE,EAST  208 STREET,WEST MOSHOLU PARKWAY NORTH,WELSBACH ELECTRIC CORP., REPAIR TRAFFIC POST FOUNDATION - SIDEWALK ONLY,"LINESTRING (1016374.3540000021 260076.73880000412, 1016475.7153999954 260192.24699999392)"
X012016032A51,STREET OPENING PERMIT,REPAIR TRAFFIC SIGNALS,ACTIVE,02/01/2016,04/01/2016,1949,TIFFANY STREET,LONGWOOD AVENUE,RANDALL AVENUE,WELSBACH ELECTRIC CORP., REPAIR TRAFFIC POST FOUNDATION - SIDEWALK ONLY,"LINESTRING (1014554.1806000024 234951.70780000091, 1014429.3022000045 235571.539199993)"
